分类名称,自然表达,金额,币种,备注
红包礼金,乔迁之喜发红包1888元,1888,CNY,乔迁红包
红包礼金,生日红包发了520HKD,520,HKD,生日红包
红包礼金,开工利是发了100元,100,CNY,开工利是
红包礼金,海外朋友结婚随礼200USD,200,USD,海外随礼
红包礼金,升学红包发了1000块,1000,CNY,升学红包
红包礼金,满月酒随礼500元,500,CNY,满月酒
红包礼金,公司年会抽奖红包888块,888,CNY,年会红包
红包礼金,香港新年派利是500HKD,500,HKD,新年利是
红包礼金,订婚红包1001元,1001,CNY,订婚红包
红包礼金,搬新家随礼666块,666,CNY,搬家随礼
红包礼金,老人过寿红包2000元,2000,CNY,寿礼红包
红包礼金,香港结婚礼金10000HKD,10000,HKD,结婚礼金
红包礼金,六一给孩子发红包200元,200,CNY,儿童节红包
红包礼金,开业大吉红包888块,888,CNY,开业红包
红包礼金,金榜题名红包1666元,1666,CNY,升学红包
红包礼金,香港满月酒礼金3000HKD,3000,HKD,满月礼金
红包礼金,除夕压岁钱1000元,1000,CNY,除夕红包
红包礼金,朋友新店开张随礼1288块,1288,CNY,开张随礼
红包礼金,生日红包66.66元,66.66,CNY,生日红包
红包礼金,香港乔迁礼金5000HKD,5000,HKD,乔迁礼金
红包礼金,元宵节红包88元,88,CNY,元宵红包
红包礼金,订婚随礼3180块,3180,CNY,订婚随礼
红包礼金,重阳节给老人红包500元,500,CNY,重阳红包
红包礼金,香港百日宴礼金2000HKD,2000,HKD,百日宴礼金
红包礼金,情人节红包520元,520,CNY,情人节红包
红包礼金,结婚改口费9999块,9999,CNY,改口费
红包礼金,七夕红包1314元,1314,CNY,七夕红包
红包礼金,香港春节利是每人50HKD,50,HKD,春节利是
红包礼金,冬至红包188元,188,CNY,冬至红包
红包礼金,宝宝周岁红包1000块,1000,CNY,周岁红包
红包礼金,毕业红包666元,666,CNY,毕业红包
红包礼金,香港寿礼金8000HKD,8000,HKD,寿礼金
红包礼金,小年红包200元,200,CNY,小年红包
红包礼金,同事结婚随礼300块,300,CNY,结婚随礼
红包礼金,搬家红包888元,888,CNY,搬家红包
红包礼金,香港订婚礼金18888HKD,18888,HKD,订婚礼金
红包礼金,520红包520元,520,CNY,520红包
红包礼金,朋友生二胎随礼800块,800,CNY,二胎随礼
红包礼金,正月十五红包88元,88,CNY,元宵红包
红包礼金,香港新居入伙礼金10000HKD,10000,HKD,入伙礼金
红包礼金,跨年红包188元,188,CNY,跨年红包
红包礼金,亲戚孩子升学随礼500块,500,CNY,升学随礼
红包礼金,母亲节红包888元,888,CNY,母亲节红包
红包礼金,香港开工利是每人100HKD,100,HKD,开工利是
宠物养护,给猫买猫粮花了180元,180,CNY,猫粮
宠物养护,狗狗洗澡美容花了150块,150,CNY,洗澡美容
宠物养护,宠物医院看病花了800HKD,800,HKD,宠物看病
宠物养护,买猫砂猫玩具花了80元,80,CNY,猫砂玩具
宠物养护,宠物驱虫花了120块,120,CNY,驱虫
宠物养护,狗粮一袋花了320元,320,CNY,狗粮
宠物养护,宠物寄养三天花了600HKD,600,HKD,寄养
宠物养护,给狗打疫苗花了280元,280,CNY,疫苗
宠物养护,海外宠物用品50USD,50,USD,海外用品
宠物养护,宠物零食花了68块,68,CNY,零食
宠物养护,猫罐头一箱200元,200,CNY,猫罐头
宠物养护,狗狗剃毛花了100块,100,CNY,剃毛
宠物养护,香港宠物医院诊金500HKD,500,HKD,宠物诊金
宠物养护,猫抓板猫爬架150元,150,CNY,猫爬架
宠物养护,宠物牵引绳胸背带80块,80,CNY,牵引绳
宠物养护,宠物沐浴露58元,58,CNY,沐浴露
宠物养护,香港宠物美容300HKD,300,HKD,宠物美容
宠物养护,狗狗体内外驱虫药150元,150,CNY,驱虫药
宠物养护,猫砂盆半封闭68块,68,CNY,猫砂盆
宠物养护,宠物航空箱200元,200,CNY,航空箱
宠物养护,香港宠物寄养每天200HKD,200,HKD,寄养
宠物养护,狗狗钙片微量元素88元,88,CNY,营养品
宠物养护,猫化毛膏营养膏128块,128,CNY,营养膏
宠物养护,宠物衣服冬装60元,60,CNY,宠物衣
宠物养护,香港宠物粮食200HKD,200,HKD,宠物粮
宠物养护,宠物尿垫尿不湿45元,45,CNY,尿垫
宠物养护,狗狗玩具球磨牙棒30块,30,CNY,玩具
宠物养护,猫草猫薄荷20元,20,CNY,猫草
宠物养护,香港宠物用品店买零食100HKD,100,HKD,宠物零食
宠物养护,宠物绝育手术800元,800,CNY,绝育
宠物养护,猫咪体检套餐300块,300,CNY,体检
宠物养护,宠物窝垫房子120元,120,CNY,宠物窝
宠物养护,狗狗指甲剪剃毛器88块,88,CNY,美容工具
宠物养护,香港宠物保险每月100HKD,100,HKD,宠物保险
宠物养护,猫包外出便携50元,50,CNY,猫包
宠物养护,宠物益生菌调理肠胃68块,68,CNY,益生菌
宠物养护,宠物厕所诱导剂25元,25,CNY,诱导剂
宠物养护,香港宠物办证费200HKD,200,HKD,办证
宠物养护,狗狗项圈铃铛30元,30,CNY,项圈
宠物养护,猫自动喂食器299块,299,CNY,喂食器
宠物养护,宠物饮水机158元,158,CNY,饮水机
宠物养护,香港宠物冲凉卡10次1200HKD,1200,HKD,冲凉卡
宠物养护,狗狗眼药水35元,35,CNY,眼药水
宠物养护,猫耳螨药50块,50,CNY,耳螨药
宠物养护,宠物剃毛器电推剪80元,80,CNY,剃毛器
宠物养护,香港宠物驱虫药150HKD,150,HKD,驱虫药
宠物养护,宠物吊床猫窝45元,45,CNY,猫窝
宠物养护,狗狗洁齿骨磨牙棒60块,60,CNY,洁齿骨
宠物养护,宠物消毒喷雾28元,28,CNY,消毒喷雾
服饰鞋包,买外套花了599元,599,CNY,外套
服饰鞋包,买运动鞋花了799块,799,CNY,运动鞋
服饰鞋包,买包包花了1200HKD,1200,HKD,包包
服饰鞋包,买裤子花了299元,299,CNY,裤子
服饰鞋包,买内衣袜子花了150块,150,CNY,内衣袜
服饰鞋包,买羽绒服花了1299元,1299,CNY,羽绒服
服饰鞋包,买高跟鞋花了899HKD,899,HKD,高跟鞋
服饰鞋包,买帽子围巾花了180元,180,CNY,帽围巾
服饰鞋包,海外买奢侈品包2000USD,2000,USD,奢侈品包
服饰鞋包,买T恤花了99块,99,CNY,T恤
服饰鞋包,买连衣裙399元,399,CNY,连衣裙
服饰鞋包,买皮鞋688块,688,CNY,皮鞋
服饰鞋包,香港买名牌包8000HKD,8000,HKD,名牌包
服饰鞋包,买牛仔裤199元,199,CNY,牛仔裤
服饰鞋包,买保暖内衣套装299块,299,CNY,保暖内衣
服饰鞋包,买风衣外套899元,899,CNY,风衣
服饰鞋包,香港买运动鞋1000HKD,1000,HKD,运动鞋
服饰鞋包,买衬衫159元,159,CNY,衬衫
服饰鞋包,买拖鞋凉鞋88块,88,CNY,凉鞋
服饰鞋包,买真皮钱包399元,399,CNY,钱包
服饰鞋包,香港买服饰2000HKD,2000,HKD,服饰
服饰鞋包,买卫衣259元,259,CNY,卫衣
服饰鞋包,买马丁靴599块,599,CNY,马丁靴
服饰鞋包,买丝巾披肩199元,199,CNY,丝巾
服饰鞋包,香港买正装西装3000HKD,3000,HKD,西装
服饰鞋包,买毛衣针织衫299元,299,CNY,毛衣
服饰鞋包,买老爹鞋499块,499,CNY,老爹鞋
服饰鞋包,买双肩背包299元,299,CNY,双肩包
服饰鞋包,香港买运动服800HKD,800,HKD,运动服
服饰鞋包,买西装裤199元,199,CNY,西装裤
服饰鞋包,买雪地靴399块,399,CNY,雪地靴
服饰鞋包,买皮带腰带199元,199,CNY,皮带
服饰鞋包,香港买衬衫500HKD,500,HKD,衬衫
服饰鞋包,买风衣699元,699,CNY,风衣
服饰鞋包,买帆布鞋199块,199,CNY,帆布鞋
服饰鞋包,买羊绒大衣2999元,2999,CNY,羊绒大衣
服饰鞋包,香港买领带300HKD,300,HKD,领带
服饰鞋包,买短裤89元,89,CNY,短裤
服饰鞋包,买雨鞋雨靴128块,128,CNY,雨靴
服饰鞋包,买单肩包299元,299,CNY,单肩包
服饰鞋包,香港买牛仔裤600HKD,600,HKD,牛仔裤
服饰鞋包,买马甲背心159元,159,CNY,马甲
服饰鞋包,买凉鞋拖鞋129块,129,CNY,凉鞋
服饰鞋包,买皮衣夹克1599元,1599,CNY,皮衣
服饰鞋包,香港买T恤200HKD,200,HKD,T恤
服饰鞋包,买汉服洛丽塔499元,499,CNY,汉服
服饰鞋包,买劳保鞋199块,199,CNY,劳保鞋
服饰鞋包,买羊毛衫399元,399,CNY,羊毛衫
服饰鞋包,香港买围巾400HKD,400,HKD,围巾
美容个护,剪头发花了68元,68,CNY,剪发
美容个护,做美甲花了128块,128,CNY,美甲
美容个护,做面部护理花了380HKD,380,HKD,面部护理
美容个护,买护肤品花了500元,500,CNY,护肤品
美容个护,烫染头发花了680块,680,CNY,烫染
美容个护,买口红花了320元,320,CNY,口红
美容个护,做SPA花了980HKD,980,HKD,SPA
美容个护,买面膜花了150元,150,CNY,面膜
美容个护,海外买化妆品200USD,200,USD,海外化妆品
美容个护,修眉花了30块,30,CNY,修眉
美容个护,接睫毛花了198元,198,CNY,接睫毛
美容个护,做美睫168块,168,CNY,美睫
美容个护,香港美容院补水500HKD,500,HKD,美容补水
美容个护,买洗面奶爽肤水280元,280,CNY,洗护
美容个护,纹眉半永久888块,888,CNY,纹眉
美容个护,身体乳磨砂膏120元,120,CNY,身体护理
美容个护,香港做指甲200HKD,200,HKD,美甲
美容个护,染发膏自己染80元,80,CNY,染发
美容个护,脱毛膏脱毛仪199块,199,CNY,脱毛
美容个护,精华液肌底液350元,350,CNY,精华液
美容个护,香港美容套餐1500HKD,1500,HKD,美容套餐
美容个护,洗脸清洁一次50元,50,CNY,洗脸
美容个护,美甲甲片延长268块,268,CNY,美甲延长
美容个护,眼霜眼膜280元,280,CNY,眼部护理
美容个护,香港剪头发150HKD,150,HKD,剪发
美容个护,化妆品套装礼盒680元,680,CNY,化妆品套装
美容个护,烫头发离子烫500块,500,CNY,烫发
美容个护,护手霜润唇膏50元,50,CNY,护手霜
美容个护,香港染发800HKD,800,HKD,染发
美容个护,黑头清洁护理88元,88,CNY,皮肤清洁
美容个护,种睫毛150块,150,CNY,种睫毛
美容个护,防晒霜隔离霜120元,120,CNY,防晒
美容个护,香港做facial600HKD,600,HKD,面部护理
美容个护,卸妆油卸妆水80元,80,CNY,卸妆
美容个护,补水面膜十片装99块,99,CNY,面膜
美容个护,香水淡香300元,300,CNY,香水
美容个护,香港买香水500HKD,500,HKD,香水
美容个护,理发吹造型50元,50,CNY,理发造型
美容个护,美甲跳色108块,108,CNY,美甲
美容个护,祛痘印精华280元,280,CNY,祛痘精华
美容个护,香港烫头发1000HKD,1000,HKD,烫发
美容个护,唇釉唇彩89元,89,CNY,唇彩
美容个护,头发护理焗油150块,150,CNY,焗油
美容个护,洁面仪洗脸仪199元,199,CNY,洁面仪
美容个护,香港美容卡充值3000HKD,3000,HKD,美容卡
美容个护,发际线粉修容粉60元,60,CNY,修容粉
美容个护,半永久纹唇1288块,1288,CNY,纹唇
美容个护,爽肤水化妆水120元,120,CNY,爽肤水
美容个护,香港买护肤品1000HKD,1000,HKD,护肤品
数码产品,买新手机花了5999元,5999,CNY,手机
数码产品,买无线耳机花了899块,899,CNY,无线耳机
数码产品,买平板花了3299HKD,3299,HKD,平板
数码产品,买键盘鼠标花了299元,299,CNY,键鼠
数码产品,买相机镜头花了4500块,4500,CNY,相机镜头
数码产品,买笔记本电脑花了7999元,7999,CNY,笔记本
数码产品,买智能手表花了1899HKD,1899,HKD,智能手表
数码产品,买充电宝花了129元,129,CNY,充电宝
数码产品,海外买相机1500USD,1500,USD,海外相机
数码产品,买显示器花了1999块,1999,CNY,显示器
数码产品,买蓝牙耳机199元,199,CNY,蓝牙耳机
数码产品,买移动硬盘399块,399,CNY,移动硬盘
数码产品,香港买电脑8000HKD,8000,HKD,电脑
数码产品,买路由器159元,159,CNY,路由器
数码产品,买投影仪2999块,2999,CNY,投影仪
数码产品,买游戏机PS53899元,3899,CNY,游戏机
数码产品,香港买手机6000HKD,6000,HKD,手机
数码产品,买摄像头99元,99,CNY,摄像头
数码产品,买显卡3090块,3090,CNY,显卡
数码产品,买内存条399元,399,CNY,内存条
数码产品,香港买耳机1200HKD,1200,HKD,耳机
数码产品,买音箱音响299元,299,CNY,音箱
数码产品,买散热器89块,89,CNY,散热器
数码产品,买平板支架49元,49,CNY,平板支架
数码产品,香港买相机10000HKD,10000,HKD,相机
数码产品,买机械键盘399元,399,CNY,机械键盘
数码产品,买鼠标垫29块,29,CNY,鼠标垫
数码产品,买U盘64G59元,59,CNY,U盘
数码产品,香港买平板4000HKD,4000,HKD,平板
数码产品,买智能手环199元,199,CNY,智能手环
数码产品,买电脑包99块,99,CNY,电脑包
数码产品,买固态硬盘299元,299,CNY,固态硬盘
数码产品,香港买显示器2500HKD,2500,HKD,显示器
数码产品,买游戏手柄299元,299,CNY,游戏手柄
数码产品,买数据线充电头50块,50,CNY,数据线
数码产品,买机箱电源399元,399,CNY,机箱电源
数码产品,香港买游戏机5000HKD,5000,HKD,游戏机
数码产品,买声卡麦克风499元,499,CNY,声卡麦克
数码产品,买电脑支架89块,89,CNY,电脑支架
数码产品,买电子书阅读器998元,998,CNY,电子书
数码产品,香港买智能手表2000HKD,2000,HKD,智能手表
数码产品,买扩展坞199元,199,CNY,扩展坞
数码产品,买电竞椅999块,999,CNY,电竞椅
数码产品,买台灯护眼灯199元,199,CNY,台灯
数码产品,香港买电脑配件1500HKD,1500,HKD,电脑配件
数码产品,买拍立得相机899元,899,CNY,拍立得
数码产品,买主机电源399块,399,CNY,主机电源
数码产品,买蓝牙适配器49元,49,CNY,蓝牙适配器
数码产品,香港买无线耳机1000HKD,1000,HKD,无线耳机
家居家装,买沙发花了3500元,3500,CNY,沙发
家居家装,买窗帘花了800块,800,CNY,窗帘
家居家装,装修人工费花了20000HKD,20000,HKD,装修人工
家居家装,买灯具花了600元,600,CNY,灯具
家居家装,换门锁花了300块,300,CNY,门锁
家居家装,买衣柜花了2800元,2800,CNY,衣柜
家居家装,贴墙纸花了1500HKD,1500,HKD,墙纸
家居家装,买地毯花了450元,450,CNY,地毯
家居家装,海外买家具800USD,800,USD,海外家具
家居家装,疏通马桶花了120块,120,CNY,疏通
家居家装,买餐桌1500元,1500,CNY,餐桌
家居家装,买床加床垫3000块,3000,CNY,床与床垫
家居家装,香港装修设计费10000HKD,10000,HKD,设计费
家居家装,买茶几电视柜2000元,2000,CNY,茶几电视柜
家居家装,刷墙乳胶漆3000块,3000,CNY,刷墙
家居家装,买鞋柜800元,800,CNY,鞋柜
家居家装,香港买家具15000HKD,15000,HKD,家具
家居家装,买晾衣架300元,300,CNY,晾衣架
家居家装,水电改造5000块,5000,CNY,水电改造
家居家装,买书桌书架1200元,1200,CNY,书桌书架
家居家装,香港定制橱柜20000HKD,20000,HKD,定制橱柜
家居家装,买马桶800元,800,CNY,马桶
家居家装,瓷砖地板8000块,8000,CNY,瓷砖地板
家居家装,买浴霸300元,300,CNY,浴霸
家居家装,香港买灯饰3000HKD,3000,HKD,灯饰
家居家装,买洗衣机2000元,2000,CNY,洗衣机
家居家装,冰箱双开门3500块,3500,CNY,冰箱
家居家装,买油烟机燃气灶2500元,2500,CNY,厨电
家居家装,香港买电器8000HKD,8000,HKD,电器
家居家装,买空调2800元,2800,CNY,空调
家居家装,热水器燃气款1500块,1500,CNY,热水器
家居家装,买微波炉500元,500,CNY,微波炉
家居家装,香港买沙发10000HKD,10000,HKD,沙发
家居家装,买吸尘器899元,899,CNY,吸尘器
家居家装,扫地机器人2599块,2599,CNY,扫地机器人
家居家装,买空气净化器1299元,1299,CNY,空气净化器
家居家装,香港买床品5000HKD,5000,HKD,床品
家居家装,买电饭煲399元,399,CNY,电饭煲
家居家装,电压力锅299块,299,CNY,电压力锅
家居家装,买净水器1500元,1500,CNY,净水器
家居家装,香港买家电10000HKD,10000,HKD,家电
家居家装,买加湿器199元,199,CNY,加湿器
家居家装,挂烫机299块,299,CNY,挂烫机
家居家装,买指纹锁1299元,1299,CNY,指纹锁
家居家装,香港定制衣柜15000HKD,15000,HKD,定制衣柜
家居家装,买破壁机499元,499,CNY,破壁机
家居家装,投影仪幕布300块,300,CNY,幕布
家居家装,买装饰画299元,299,CNY,装饰画
家居家装,香港装修材料5000HKD,5000,HKD,装修材料
保险缴费,重疾险年交6000元,6000,CNY,重疾险
保险缴费,车险花了3500块,3500,CNY,车险
保险缴费,医疗险每月扣300HKD,300,HKD,医疗险
保险缴费,意外险年费199元,199,CNY,意外险
保险缴费,寿险年交8000块,8000,CNY,寿险
保险缴费,家财险花了299元,299,CNY,家财险
保险缴费,香港保险年交12000HKD,12000,HKD,香港保险
保险缴费,社保个人部分扣了500元,500,CNY,社保
保险缴费,海外医疗险500USD,500,USD,海外医疗险
保险缴费,宠物险花了365块,365,CNY,宠物险
保险缴费,养老保险每年交8000元,8000,CNY,养老险
保险缴费,交强险950块,950,CNY,交强险
保险缴费,香港重疾险年交15000HKD,15000,HKD,香港重疾险
保险缴费,失业保险每月扣50元,50,CNY,失业保险
保险缴费,学平险每年100块,100,CNY,学平险
保险缴费,百万医疗险每年300元,300,CNY,百万医疗
保险缴费,香港住院医疗险年交5000HKD,5000,HKD,住院医疗险
保险缴费,工伤保险单位缴纳个人不扣,0,CNY,工伤险
保险缴费,车险三者险200万1200块,1200,CNY,三者险
保险缴费,年金险年交20000元,20000,CNY,年金险
保险缴费,香港储蓄险年交30000HKD,30000,HKD,储蓄险
保险缴费,生育保险每月扣10元,10,CNY,生育险
保险缴费,车险车损险1800块,1800,CNY,车损险
保险缴费,防癌险每年500元,500,CNY,防癌险
保险缴费,香港意外险年交500HKD,500,HKD,香港意外险
保险缴费,医保每月返款100元,100,CNY,医保返款
保险缴费,终身寿险年交10000块,10000,CNY,终身寿险
保险缴费,财产险每年800元,800,CNY,财产险
保险缴费,香港人寿险年交20000HKD,20000,HKD,香港人寿险
保险缴费,大病医疗互助金每年60元,60,CNY,大病互助
保险缴费,座位险每座100块,100,CNY,座位险
保险缴费,少儿重疾险每年800元,800,CNY,少儿重疾险
保险缴费,香港医疗保险每月500HKD,500,HKD,香港医疗险
保险缴费,补充医疗险每年200元,200,CNY,补充医疗
保险缴费,盗抢险每年300块,300,CNY,盗抢险
保险缴费,老人意外险每年200元,200,CNY,老人意外险
保险缴费,香港旅游险单次100HKD,100,HKD,旅游险
保险缴费,惠民保每年69元,69,CNY,惠民保
保险缴费,涉水险每年150块,150,CNY,涉水险
保险缴费,女性专属险每年300元,300,CNY,女性险
保险缴费,香港劳工险每月300HKD,300,HKD,劳工险
保险缴费,商业医保每年1500元,1500,CNY,商业医保
保险缴费,自燃险每年100块,100,CNY,自燃险
保险缴费,教育金保险年交5000元,5000,CNY,教育金险
保险缴费,香港家居险每年800HKD,800,HKD,家居险
保险缴费,社保补缴1200元,1200,CNY,社保补缴
保险缴费,不计免赔险每年200块,200,CNY,不计免赔
保险缴费,牙齿保险每年500元,500,CNY,牙齿险
保险缴费,香港保费自动扣款8000HKD,8000,HKD,自动扣款
还贷支出,房贷月供5000元,5000,CNY,房贷
还贷支出,车贷每月还2000块,2000,CNY,车贷
还贷支出,信用卡还款花了8000HKD,8000,HKD,信用卡
还贷支出,花呗还款花了1500元,1500,CNY,花呗
还贷支出,借呗还款花了3000块,3000,CNY,借呗
还贷支出,经营贷月供12000元,12000,CNY,经营贷
还贷支出,香港房贷月供15000HKD,15000,HKD,香港房贷
还贷支出,京东白条还款花了800元,800,CNY,白条
还贷支出,海外贷款月供2000USD,2000,USD,海外贷款
还贷支出,助学贷款还款花了1200块,1200,CNY,助学贷款
还贷支出,商贷月供8000元,8000,CNY,商业贷款
还贷支出,公积金贷款每月3000块,3000,CNY,公积金贷款
还贷支出,香港私楼月供20000HKD,20000,HKD,香港私楼
还贷支出,消费贷月供1500元,1500,CNY,消费贷
还贷支出,装修贷每月还2000块,2000,CNY,装修贷
还贷支出,抵押贷月供10000元,10000,CNY,抵押贷
还贷支出,香港车贷月供5000HKD,5000,HKD,香港车贷
还贷支出,微粒贷还款800元,800,CNY,微粒贷
还贷支出,360借条还款1000块,1000,CNY,借条
还贷支出,房贷提前还款100000元,100000,CNY,提前还贷
还贷支出,香港信用卡还款10000HKD,10000,HKD,信用卡
还贷支出,车贷提前还款20000元,20000,CNY,提前还车贷
还贷支出,美团生活费还款500块,500,CNY,生活费贷款
还贷支出,房贷利息每月2000元,2000,CNY,房贷利息
还贷支出,香港税务贷款月供8000HKD,8000,HKD,税务贷款
还贷支出,信用卡分期每月还500元,500,CNY,信用卡分期
还贷支出,网贷还款1500块,1500,CNY,网贷
还贷支出,组合贷月供6000元,6000,CNY,组合贷
还贷支出,香港分期贷款每月3000HKD,3000,HKD,分期贷款
还贷支出,房贷本金加利息每月5500元,5500,CNY,房贷本息
还贷支出,车贷三年期每月3000块,3000,CNY,车贷分期
还贷支出,信用贷月供2500元,2500,CNY,信用贷
还贷支出,香港二按月供10000HKD,10000,HKD,二按贷款
还贷支出,花呗分期每月还300元,300,CNY,花呗分期
还贷支出,借呗提前还款手续费50块,50,CNY,手续费
还贷支出,经营性贷款月供15000元,15000,CNY,经营贷
还贷支出,香港现金套现每月还款5000HKD,5000,HKD,套现还款
还贷支出,助学贷款利息每年500元,500,CNY,助学利息
还贷支出,房贷LPR调整后多还200块,200,CNY,LPR调整
还贷支出,信用卡最低还款800元,800,CNY,最低还款
还贷支出,香港卡数还款8000HKD,8000,HKD,卡数还款
还贷支出,装修贷提前还50000元,50000,CNY,提前还贷
还贷支出,京东金条还款1000块,1000,CNY,金条
还贷支出,房贷还款银行卡扣款5000元,5000,CNY,自动扣款
还贷支出,香港易借宝还款3000HKD,3000,HKD,易借宝
还贷支出,车贷解压费200元,200,CNY,解压费
还贷支出,网贷结清证明手续费50块,50,CNY,结清手续费
还贷支出,房贷退税到账12000元,12000,CNY,退税到账
还贷支出,香港贷款罚息500HKD,500,HKD,罚息
税费支出,个人所得税扣了800元,800,CNY,个税
税费支出,房产税交了5000块,5000,CNY,房产税
税费支出,香港薪俸税扣了3000HKD,3000,HKD,薪俸税
税费支出,增值税交了2000元,2000,CNY,增值税
税费支出,车辆购置税花了12000块,12000,CNY,购置税
税费支出,印花税交了500元,500,CNY,印花税
税费支出,物业税交了1800HKD,1800,HKD,物业税
税费支出,个税专项补缴1200元,1200,CNY,个税补缴
税费支出,海外消费税300USD,300,USD,海外消费税
税费支出,契税花了9000块,9000,CNY,契税
税费支出,企业所得税交了20000元,20000,CNY,企业所得税
税费支出,车船税每年360块,360,CNY,车船税
税费支出,香港利得税15000HKD,15000,HKD,利得税
税费支出,城市维护建设税200元,200,CNY,城建税
税费支出,教育费附加100块,100,CNY,教育附加
税费支出,土地增值税50000元,50000,CNY,土地增值税
税费支出,香港差饷每年5000HKD,5000,HKD,差饷
税费支出,个人经营所得税3000元,3000,CNY,经营所得税
税费支出,消费税1500块,1500,CNY,消费税
税费支出,耕地占用税8000元,8000,CNY,耕地占用税
税费支出,香港印花税2000HKD,2000,HKD,香港印花税
税费支出,资源税500元,500,CNY,资源税
税费支出,房产税补缴2000块,2000,CNY,房产税补缴
税费支出,城镇土地使用税1000元,1000,CNY,土地使用税
税费支出,香港博彩税1000HKD,1000,HKD,博彩税
税费支出,关税3000元,3000,CNY,关税
税费支出,车辆购置税减半后6000块,6000,CNY,购置税减半
税费支出,契税首套1.5%共9000元,9000,CNY,首套契税
税费支出,香港个人入息课税4000HKD,4000,HKD,入息税
税费支出,个税退税到账1200元,1200,CNY,个税退税
税费支出,增值税附加税300块,300,CNY,增值税附加
税费支出,企业所得税汇算清缴补缴5000元,5000,CNY,汇算清缴
税费支出,香港物业税每月500HKD,500,HKD,物业税
税费支出,印花税按件贴花5元,5,CNY,贴花
税费支出,车船税代缴360块,360,CNY,车船税
税费支出,土地出让金100000元,100000,CNY,土地出让金
税费支出,香港进出口关税8000HKD,8000,HKD,进出口关税
税费支出,个税起征点5000元,5000,CNY,起征点
税费支出,城建税税率7%合计140元,140,CNY,城建税
税费支出,教育附加费税率3%合计60块,60,CNY,教育附加
税费支出,香港薪俸税免税额132000HKD,132000,HKD,免税额
税费支出,小规模纳税人增值税减免,0,CNY,减免
税费支出,车辆购置税税率10%,10,CNY,购置税税率
税费支出,契税二套3%共18000元,18000,CNY,二套契税
税费支出,香港利得税税率16.5%,16.5,HKD,利得税率
税费支出,个人劳务报酬个税20%,20,CNY,劳务税
税费支出,房产税从租计征12%,12,CNY,从租计征
税费支出,香港差饷征收率5%,5,HKD,差饷率
税费支出,增值税专用发票抵扣1000元,1000,CNY,发票抵扣
工资收入,这个月发工资15000HKD,15000,HKD,月薪
工资收入,公司发薪到账8000块,8000,CNY,月薪
工资收入,上月工资税后到账12000元,12000,CNY,税后工资
工资收入,底薪加提成一共25000块,25000,CNY,底薪提成
工资收入,试用期工资发了6000元,6000,CNY,试用期
工资收入,香港月薪到账20000HKD,20000,HKD,香港月薪
工资收入,年终奖发了30000元,30000,CNY,年终奖
工资收入,加班费发了800块,800,CNY,加班费
工资收入,海外月薪到账4000USD,4000,USD,海外月薪
工资收入,绩效奖金发了5000块,5000,CNY,绩效奖
工资收入,基本工资5000元,5000,CNY,基本工资
工资收入,岗位津贴2000块,2000,CNY,岗位津贴
工资收入,香港底薪18000HKD,18000,HKD,香港底薪
工资收入,全勤奖500元,500,CNY,全勤奖
工资收入,交通补贴300块,300,CNY,交通补贴
工资收入,餐补每月400元,400,CNY,餐补
工资收入,香港房屋津贴5000HKD,5000,HKD,房屋津贴
工资收入,工龄工资200元,200,CNY,工龄工资
工资收入,季度奖金10000块,10000,CNY,季度奖
工资收入,项目奖金8000元,8000,CNY,项目奖
工资收入,香港双粮出粮18000HKD,18000,HKD,双粮
工资收入,夜班补贴500元,500,CNY,夜班补贴
工资收入,高温补贴300块,300,CNY,高温补贴
工资收入,提成奖金15000元,15000,CNY,提成
工资收入,香港佣金收入10000HKD,10000,HKD,佣金
工资收入,十三薪发了8000元,8000,CNY,十三薪
工资收入,年终分红50000块,50000,CNY,年终分红
工资收入,基本工资加绩效共12000元,12000,CNY,工资绩效
工资收入,香港超时补水2000HKD,2000,HKD,超时补贴
工资收入,住房补贴1000元,1000,CNY,住房补贴
工资收入,话费补贴100块,100,CNY,话费补贴
工资收入,出差补贴每天200元,200,CNY,出差补贴
工资收入,香港膳食津贴1500HKD,1500,HKD,膳食津贴
工资收入,技能津贴500元,500,CNY,技能津贴
工资收入,管理津贴2000块,2000,CNY,管理津贴
工资收入,销售提成20000元,20000,CNY,销售提成
工资收入,香港花红奖金10000HKD,10000,HKD,花红
工资收入,月度优秀员工奖500元,500,CNY,优秀员工
工资收入,半年奖15000块,15000,CNY,半年奖
工资收入,竞业限制补偿金3000元,3000,CNY,竞业补偿
工资收入,香港长期服务金20000HKD,20000,HKD,长期服务金
工资收入,产假工资8000元,8000,CNY,产假工资
工资收入,病假工资4000块,4000,CNY,病假工资
工资收入,年假工资2000元,2000,CNY,年假工资
工资收入,香港遣散费50000HKD,50000,HKD,遣散费
工资收入,转正工资8000元,8000,CNY,转正工资
工资收入,调薪后每月10000块,10000,CNY,调薪后
工资收入,公司发薪日到账12000元,12000,CNY,发薪日
工资收入,香港月薪税后18000HKD,18000,HKD,税后月薪
副业收入,做兼职赚了2000块钱,2000,CNY,兼职
副业收入,接私活收到报酬3000HKD,3000,HKD,接私活
副业收入,自媒体收益到账500USD,500,USD,自媒体
副业收入,闲鱼卖闲置赚了800元,800,CNY,闲鱼
副业收入,代驾收入1500块,1500,CNY,代驾
副业收入,设计接单赚了4500元,4500,CNY,设计接单
副业收入,代购利润2500HKD,2500,HKD,代购
